06-16 18:28 root         INFO     Succ: 22/27/190 | avg time: 93.36 s | avg iter: 183.67
06-16 18:28 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 18:28 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 18:29 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 18:29 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 18:29 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 18:29 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 18:30 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 18:30 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 18:30 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 18:31 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 18:31 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 18:31 root         INFO     Expansion fails on O=[Mn](=O)(=O)[O-]!
06-16 18:31 root         INFO     Final search status | success value | iter: 7.19956645573358 | inf | 500
06-16 18:31 root         INFO     Succ: 22/28/190 | avg time: 98.10 s | avg iter: 194.96
06-16 18:32 root         INFO     Synthesis route found!
06-16 18:32 root         INFO     Final search status | success value | iter: 0.14931104748759924 | 0.14932378474385616 | 7
06-16 18:32 root         INFO     Succ: 23/29/190 | avg time: 94.86 s | avg iter: 188.48
06-16 18:32 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 18:32 root         INFO     Synthesis route found!
06-16 18:32 root         INFO     Final search status | success value | iter: 5.170748116357061 | 10.941440758757055 | 73
06-16 18:32 root         INFO     Succ: 24/30/190 | avg time: 92.71 s | avg iter: 184.63
06-16 18:34 root         INFO     Synthesis route found!
06-16 18:34 root         INFO     Final search status | success value | iter: 5.574120937480058 | 6.532388102143596 | 171
06-16 18:34 root         INFO     Succ: 25/31/190 | avg time: 93.03 s | avg iter: 184.19
06-16 18:34 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 18:34 root         INFO     Synthesis route found!
06-16 18:34 root         INFO     Final search status | success value | iter: 5.74192369074273 | 9.182856429967575 | 87
06-16 18:34 root         INFO     Succ: 26/32/190 | avg time: 91.40 s | avg iter: 181.16
06-16 18:35 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 18:35 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 18:35 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 18:35 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 18:35 root         INFO     Synthesis route found!
06-16 18:35 root         INFO     Final search status | success value | iter: 5.297450572596372 | 7.555205139423914 | 95
06-16 18:35 root         INFO     Succ: 27/33/190 | avg time: 90.13 s | avg iter: 178.55
06-16 18:38 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 18:39 root         INFO     Synthesis route found!
06-16 18:39 root         INFO     Final search status | success value | iter: 7.263097338891893 | 9.82598181783027 | 350
06-16 18:39 root         INFO     Succ: 28/34/190 | avg time: 93.84 s | avg iter: 183.59
06-16 18:40 root         INFO     Synthesis route found!
06-16 18:40 root         INFO     Final search status | success value | iter: 4.863120565793753 | 5.6105774226293645 | 90
06-16 18:40 root         INFO     Succ: 29/35/190 | avg time: 92.46 s | avg iter: 180.91
06-16 18:42 root         INFO     Synthesis route found!
06-16 18:42 root         INFO     Final search status | success value | iter: 8.678137126815889 | 15.585892405798026 | 299
06-16 18:42 root         INFO     Succ: 30/36/190 | avg time: 94.65 s | avg iter: 184.19
06-16 18:45 root         INFO     Synthesis route found!
06-16 18:45 root         INFO     Final search status | success value | iter: 7.206712388192166 | 14.114467667174303 | 346
06-16 18:45 root         INFO     Succ: 31/37/190 | avg time: 95.92 s | avg iter: 188.57
06-16 18:46 root         INFO     Expansion fails on O=O!
06-16 18:47 root         INFO     Expansion fails on O=S(=O)(Cl)Cl!
06-16 18:47 root         INFO     Synthesis route found!
06-16 18:47 root         INFO     Final search status | success value | iter: 8.43488565079429 | 9.182342507629905 | 248
06-16 18:47 root         INFO     Succ: 32/38/190 | avg time: 96.54 s | avg iter: 190.13
06-16 18:47 root         INFO     Expansion fails on [O-][I+2]([O-])O[I+2]([O-])[O-]!
06-16 18:50 root         INFO     Expansion fails on [O-][I+2]([O-])O[I+2]([O-])[O-]!
06-16 18:51 root         INFO     Final search status | success value | iter: 7.0110578592749055 | inf | 500
06-16 18:51 root         INFO     Succ: 32/39/190 | avg time: 99.82 s | avg iter: 198.08
06-16 18:51 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 18:51 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 18:51 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 18:51 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 18:51 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 18:52 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 18:52 root         INFO     Synthesis route found!
06-16 18:52 root         INFO     Final search status | success value | iter: 6.104532029341221 | 6.793248984481405 | 154
06-16 18:52 root         INFO     Succ: 33/40/190 | avg time: 99.11 s | avg iter: 196.97
06-16 18:56 root         INFO     Synthesis route found!
06-16 18:56 root         INFO     Final search status | success value | iter: 6.426287585369616 | 6.431305445637782 | 398
06-16 18:56 root         INFO     Succ: 34/41/190 | avg time: 103.12 s | avg iter: 201.88
06-16 18:56 root         INFO     Synthesis route found!
06-16 18:56 root         INFO     Final search status | success value | iter: 2.0922970325309547 | 2.652369639708481 | 8
06-16 18:56 root         INFO     Succ: 35/42/190 | avg time: 100.74 s | avg iter: 197.26
06-16 18:56 root         INFO     Synthesis route found!
06-16 18:56 root         INFO     Final search status | success value | iter: 0.054395950210907394 | 0.05523796181082589 | 2
06-16 18:56 root         INFO     Succ: 36/43/190 | avg time: 98.42 s | avg iter: 192.72
06-16 19:00 root         INFO     Synthesis route found!
06-16 19:00 root         INFO     Final search status | success value | iter: 6.031779399207984 | 8.651557731667133 | 299
06-16 19:00 root         INFO     Succ: 37/44/190 | avg time: 100.78 s | avg iter: 195.14
06-16 19:00 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:00 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:00 root         INFO     Synthesis route found!
06-16 19:00 root         INFO     Final search status | success value | iter: 5.496358508693846 | 7.7541130755213885 | 83
06-16 19:00 root         INFO     Succ: 38/45/190 | avg time: 99.54 s | avg iter: 192.64
06-16 19:00 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:00 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:00 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:01 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:01 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:01 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:02 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:02 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:02 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:02 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:02 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:02 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:02 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:02 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:02 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:02 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:03 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:03 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:03 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:03 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:03 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:04 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:04 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:04 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:04 root         INFO     Expansion fails on ClP(Cl)(Cl)(Cl)Cl!
06-16 19:05 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:05 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:05 root         INFO     Expansion fails on ClP(Cl)(Cl)(Cl)Cl!
06-16 19:05 root         INFO     Final search status | success value | iter: 7.292479722244675 | inf | 500
06-16 19:05 root         INFO     Succ: 38/46/190 | avg time: 103.25 s | avg iter: 199.33
06-16 19:06 root         INFO     Synthesis route found!
06-16 19:06 root         INFO     Final search status | success value | iter: 5.545959934556695 | 8.474957720929197 | 114
06-16 19:06 root         INFO     Succ: 39/47/190 | avg time: 102.35 s | avg iter: 197.51
06-16 19:07 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:07 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:07 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:08 root         INFO     Expansion fails on O=O!
06-16 19:08 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:08 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:09 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:09 root         INFO     Final search status | success value | iter: 7.41796662831003 | inf | 500
06-16 19:09 root         INFO     Succ: 39/48/190 | avg time: 104.69 s | avg iter: 203.81
06-16 19:09 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:10 root         INFO     Expansion fails on Cn1oc(=O)nc1SSc1nc(=O)on1C!
06-16 19:10 root         INFO     Expansion fails on Cn1oc(=O)nc1S(=O)[O-]!
06-16 19:10 root         INFO     Expansion fails on O=P(Cl)(Cl)Cl!
06-16 19:10 root         INFO     Expansion fails on Cn1oc(=O)nc1SC(=O)Cl!
06-16 19:10 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:10 root         INFO     Expansion fails on Cn1oc(=O)nc1SC#N!
06-16 19:10 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:10 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:10 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:10 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:10 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:10 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:10 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:10 root         INFO     Expansion fails on O=P(Cl)(Cl)Cl!
06-16 19:10 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:10 root         INFO     Expansion fails on O=S(Cl)Cl!
06-16 19:11 root         INFO     Synthesis route found!
06-16 19:11 root         INFO     Final search status | success value | iter: 6.929164984161833 | 6.987341264402596 | 216
06-16 19:11 root         INFO     Succ: 40/49/190 | avg time: 104.17 s | avg iter: 204.06
06-16 19:15 root         INFO     Synthesis route found!
